Station name,Station code,Operator,PCON24CD,PCON24NM,Longitude,Latitude
Telford Central,TFC,West Midlands Trains (West Midlands Railway),E14001541,Telford,-2.44097,52.68111
Templecombe,TMC,South Western Railway,E14001247,Glastonbury and Somerton,-2.41772,51.00151
Tenby,TEN,TfW Rail,W07000100,Mid and South Pembrokeshire,-4.7067,51.67295
Teynham,TEY,Southeastern,E14001235,Faversham and Mid Kent,0.80743,51.33339
Thames Ditton,THD,South Western Railway,E14001230,Esher and Walton,-0.33915,51.3891
Thanet Parkway,THP,Southeastern,E14001216,East Thanet,1.362,51.33129
Thatcham,THA,Great Western Railway,E14001376,Newbury,-1.24319,51.39384
Thatto Heath,THH,Northern Trains,E14001510,St Helens South and Whiston,-2.75937,53.43659
The Hawthorns,THW,West Midlands Trains (West Midlands Railway),E14001478,Smethwick,-1.96401,52.50537
The Lakes (Warks),TLK,West Midlands Trains (West Midlands Railway),E14001526,Stratford-on-Avon,-1.84467,52.35915
Theale,THE,Great Western Railway,E14001439,Reading West and Mid Berkshire,-1.07497,51.43345
Theobalds Grove,TEO,London Overground,E14001139,Broxbourne,-0.03483,51.69245
Thetford,TTF,Greater Anglia,E14001497,South West Norfolk,0.74507,52.41912
Thirsk,THI,TransPennine Express,E14001544,Thirsk and Malton,-1.37259,54.22821
Thornaby,TBY,TransPennine Express,E14001367,Middlesbrough and Thornaby East,-1.30141,54.55927
Thorne North,TNN,Northern Trains,E14001199,Doncaster East and the Isle of Axholme,-0.97233,53.61606
Thorne South,TNS,Northern Trains,E14001199,Doncaster East and the Isle of Axholme,-0.95511,53.60333
Thornford,THO,Great Western Railway,E14001575,West Dorset,-2.57899,50.91058
Thornliebank,THB,ScotRail,S14000021,East Renfrewshire,-4.31171,55.8111
Thornton Abbey,TNA,Northern Trains,E14001128,Brigg and Immingham,-0.32302,53.6543
Thornton Heath,TTH,Govia Thameslink Railway (Southern),E14001527,Streatham and Croydon North,-0.10031,51.39878
Thorntonhall,THT,ScotRail,S14000077,East Kilbride and Strathaven,-4.25116,55.76868
Thorpe Bay,TPB,c2c,E14001501,Southend East and Rochford,0.76173,51.53757
Thorpe Culvert,TPC,East Midlands Railway,E14001114,Boston and Skegness,0.19942,53.12309
Thorpe-le-Soken,TLS,Greater Anglia,E14001174,Clacton,1.1614,51.84763
Three Bridges,TBD,Govia Thameslink Railway (Southern),E14001184,Crawley,-0.16118,51.11692
Three Oaks,TOK,Govia Thameslink Railway (Southern),E14001088,Bexhill and Battle,0.61305,50.90111
Thurgarton,THU,East Midlands Railway,E14001471,Sherwood Forest,-0.96226,53.02894
Thurnscoe,THC,Northern Trains,E14001075,Barnsley South,-1.30878,53.54504
Thurso,THS,ScotRail,S14000069,"Caithness, Sutherland and Easter Ross",-3.52755,58.59018
Thurston,TRS,Greater Anglia,E14001146,Bury St Edmunds and Stowmarket,0.80865,52.25
Tilbury Town,TIL,c2c,E14001546,Thurrock,0.35404,51.46236
Tile Hill,THL,West Midlands Trains (West Midlands Railway),E14001182,Coventry South,-1.59685,52.3951
Tilehurst,TLH,Great Western Railway,E14001439,Reading West and Mid Berkshire,-1.02982,51.47151
Tipton,TIP,West Midlands Trains (West Midlands Railway),E14001547,Tipton and Wednesbury,-2.0657,52.53044
Tir-Phil,TIR,TfW Rail,W07000084,Blaenau Gwent and Rhymney,-3.24638,51.72091
Tisbury,TIS,South Western Railway,E14001460,Salisbury,-2.079,51.06085
Tiverton Parkway,TVP,Great Western Railway,E14001548,Tiverton and Minehead,-3.35964,50.91718
Todmorden,TOD,Northern Trains,E14001147,Calder Valley,-2.09966,53.71382
Tolworth,TOL,South Western Railway,E14001312,Kingston and Surbiton,-0.27946,51.37686
Ton Pentre,TPN,TfW Rail,W07000107,Rhondda and Ogmore,-3.48619,51.6478
Tonbridge,TON,Southeastern,E14001549,Tonbridge,0.27097,51.19141
Tondu,TDU,TfW Rail,W07000086,Bridgend,-3.59555,51.54737
Tonfanau,TNF,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.1237,52.61355
Tonypandy,TNP,TfW Rail,W07000107,Rhondda and Ogmore,-3.44887,51.61977
Tooting,TOO,Govia Thameslink Railway (Thameslink),E14001371,Mitcham and Morden,-0.16128,51.41985
Topsham,TOP,Great Western Railway,E14001232,Exmouth and Exeter East,-3.46442,50.68622
Torquay,TQY,Great Western Railway,E14001551,Torbay,-3.54328,50.46114
Torre,TRR,Great Western Railway,E14001551,Torbay,-3.54642,50.47319
Totnes,TOT,Great Western Railway,E14001484,South Devon,-3.68869,50.43587
Tottenham Court Road,TCR,London Underground,E14001172,Cities of London and Westminster,-0.13111,51.51621
Tottenham Hale,TOM,Greater Anglia,E14001553,Tottenham,-0.05993,51.58831
Totton,TTN,South Western Railway,E14001373,New Forest East,-1.48242,50.91788
Town Green,TWN,Merseyrail,E14001577,West Lancashire,-2.90449,53.54281
Trafford Park,TRA,Northern Trains,E14001528,Stretford and Urmston,-2.31063,53.45482
Trefforest,TRF,TfW Rail,W07000106,Pontypridd,-3.32512,51.59147
Trefforest Estate,TRE,TfW Rail,W07000106,Pontypridd,-3.29025,51.5683
Trehafod,TRH,TfW Rail,W07000107,Rhondda and Ogmore,-3.38098,51.61015
Treherbert,TRB,TfW Rail,W07000107,Rhondda and Ogmore,-3.5363,51.67225
Treorchy,TRY,TfW Rail,W07000107,Rhondda and Ogmore,-3.50573,51.65754
Trimley,TRM,Greater Anglia,E14001530,Suffolk Coastal,1.31954,51.97653
Tring,TRI,West Midlands Trains (London Northwestern Railway),E14001268,Harpenden and Berkhamsted,-0.62244,51.80074
Troed-Y-Rhiw,TRD,TfW Rail,W07000099,Merthyr Tydfil and Aberdare,-3.34674,51.71243
Troon,TRN,ScotRail,S14000109,Central Ayrshire,-4.6553,55.54282
Trowbridge,TRO,Great Western Railway,E14001498,South West Wiltshire,-2.21433,51.31983
Truro,TRU,Great Western Railway,E14001554,Truro and Falmouth,-5.06481,50.26385
Tulloch,TUL,ScotRail,S14000094,"Inverness, Skye and West Ross-shire",-4.70132,56.88428
Tulse Hill,TUH,Govia Thameslink Railway (Southern),E14001205,Dulwich and West Norwood,-0.10508,51.43986
Tunbridge Wells,TBW,Southeastern,E14001555,Tunbridge Wells,0.26281,51.13023
Turkey Street,TUR,London Overground,E14001225,Enfield North,-0.04722,51.67263
Tutbury and Hatton,TUT,East Midlands Railway,E14001195,Derbyshire Dales,-1.68224,52.86414
Tweedbank,TWB,ScotRail,S14000108,"Berwickshire, Roxburgh and Selkirk",-2.75953,55.60574
Twickenham,TWI,South Western Railway,E14001556,Twickenham,-0.33039,51.45003
Twyford,TWY,Great Western Railway,E14001593,Wokingham,-0.86329,51.47553
Ty Croes,TYC,TfW Rail,W07000112,Ynys Môn,-4.47473,53.22256
Ty Glas,TGS,TfW Rail,W07000090,Cardiff North,-3.19653,51.52154
Tygwyn,TYG,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.07866,52.89379
Tyndrum Lower,TYL,ScotRail,S14000105,Stirling and Strathallan,-4.71482,56.43335
Tyseley,TYS,West Midlands Trains (West Midlands Railway),E14001100,Birmingham Yardley,-1.83912,52.45412
Tywyn,TYW,TfW Rail,W07000096,Dwyfor Meirionnydd,-4.09356,52.58558
Uckfield,UCK,Govia Thameslink Railway (Southern),E14001212,East Grinstead and Uckfield,0.09638,50.96874
Uddingston,UDD,ScotRail,S14000104,Rutherglen,-4.0867,55.82353
Ulceby,ULC,Northern Trains,E14001128,Brigg and Immingham,-0.30083,53.6192
Ulleskelf,ULL,Northern Trains,E14001582,Wetherby and Easingwold,-1.21397,53.85361
Ulverston,ULV,Northern Trains,E14001076,Barrow and Furness,-3.09792,54.19159
Umberleigh,UMB,Great Western Railway,E14001387,North Devon,-3.98289,50.99675
University (Birmingham),UNI,West Midlands Trains (West Midlands Railway),E14001092,Birmingham Edgbaston,-1.93668,52.45124
Uphall,UHA,ScotRail,S14000095,Livingston,-3.50212,55.91905
Upholland,UPL,Northern Trains,E14001577,West Lancashire,-2.74141,53.52838
Upminster,UPM,c2c,E14001292,Hornchurch and Upminster,0.25088,51.55911
Upper Halliford,UPH,South Western Railway,E14001505,Spelthorne,-0.43091,51.41307
Upper Holloway,UHL,London Overground,E14001305,Islington North,-0.12951,51.56363
Upper Tyndrum,UTY,ScotRail,S14000105,Stirling and Strathallan,-4.70372,56.43467
Upper Warlingham,UWL,Govia Thameslink Railway (Southern),E14001215,East Surrey,-0.07795,51.30851
Upton (Merseyside),UPT,TfW Rail,E14001091,Birkenhead,-3.08415,53.38649
Upwey,UPW,South Western Railway,E14001485,South Dorset,-2.46614,50.64827
Urmston,URM,Northern Trains,E14001528,Stretford and Urmston,-2.3538,53.44827
Uttoxeter,UTT,East Midlands Railway,E14001143,Burton and Uttoxeter,-1.85725,52.89679
Valley,VAL,TfW Rail,W07000112,Ynys Môn,-4.56337,53.28129
Vauxhall,VXH,South Western Railway,E14001559,Vauxhall and Camberwell Green,-0.12289,51.48619
Victoria,VIC,Network Rail,E14001172,Cities of London and Westminster,-0.14456,51.49526
Virginia Water,VIR,South Western Railway,E14001588,Windsor,-0.56217,51.4018
Waddon,WDO,Govia Thameslink Railway (Southern),E14001188,Croydon West,-0.11734,51.3674
Wadhurst,WAD,Southeastern,E14001533,Sussex Weald,0.31317,51.07346
Wainfleet,WFL,East Midlands Railway,E14001114,Boston and Skegness,0.23473,53.10512
Wakefield Kirkgate,WKK,Northern Trains,E14001560,Wakefield and Rothwell,-1.48857,53.67866
Wakefield Westgate,WKF,London North Eastern Railway,E14001560,Wakefield and Rothwell,-1.50611,53.68307
Walkden,WKD,Northern Trains,E14001111,Bolton South and Walkden,-2.39632,53.51978
Wallasey Grove Road,WLG,Merseyrail,E14001561,Wallasey,-3.06971,53.42801
Wallasey Village,WLV,Merseyrail,E14001561,Wallasey,-3.06913,53.42289
Wallington,WLT,Govia Thameslink Railway (Southern),E14001153,Carshalton and Wallington,-0.15083,51.36039
Wallyford,WAF,ScotRail,S14000096,Lothian East,-3.01495,55.94029
Walmer,WAM,Southeastern,E14001202,Dover and Deal,1.38287,51.20332
Walsall,WSL,West Midlands Trains (West Midlands Railway),E14001562,Walsall and Bloxwich,-1.98476,52.5844
Walsden,WDN,Northern Trains,E14001147,Calder Valley,-2.10446,53.69626
Waltham Cross,WLC,Greater Anglia,E14001139,Broxbourne,-0.02656,51.68506
Walthamstow Central,WHC,London Overground,E14001563,Walthamstow,-0.01982,51.58292
Walthamstow Queen's Road,WMW,London Overground,E14001563,Walthamstow,-0.02385,51.5815
Walton (Merseyside),WAO,Merseyrail,E14001339,Liverpool Walton,-2.96575,53.45622
Walton-On-Thames,WAL,South Western Railway,E14001230,Esher and Walton,-0.41464,51.37293
Walton-on-the-Naze,WON,Greater Anglia,E14001174,Clacton,1.26767,51.84617
Wanborough,WAN,South Western Railway,E14001532,Surrey Heath,-0.66759,51.24452
Wandsworth Common,WSW,Govia Thameslink Railway (Southern),E14001550,Tooting,-0.16339,51.44618
Wandsworth Road,WWR,London Overground,E14001175,Clapham and Brixton Hill,-0.13852,51.47021
Wandsworth Town,WNT,South Western Railway,E14001434,Putney,-0.18813,51.46105
Wanstead Park,WNP,London Overground,E14001525,Stratford and Bow,0.02621,51.55169
Wapping,WPE,London Overground,E14001430,Poplar and Limehouse,-0.05593,51.50439
Warblington,WBL,Govia Thameslink Railway (Southern),E14001275,Havant,-0.96716,50.85345
Ware (Herts),WAR,Greater Anglia,E14001283,Hertford and Stortford,-0.02878,51.80796
Wareham (Dorset),WRM,South Western Railway,E14001363,Mid Dorset and North Poole,-2.11525,50.69289
Wargrave,WGV,Great Western Railway,E14001593,Wokingham,-0.87652,51.49816
Warminster,WMN,Great Western Railway,E14001498,South West Wiltshire,-2.17673,51.20678
Warnham,WNH,Govia Thameslink Railway (Southern),E14001294,Horsham,-0.32946,51.0929
Warrington Bank Quay,WBQ,Avanti West Coast,E14001565,Warrington South,-2.60236,53.38601
Warrington Central,WAC,Northern Trains,E14001565,Warrington South,-2.59317,53.39182
Warrington West,WAW,Northern Trains,E14001565,Warrington South,-2.63809,53.394
Warwick,WRW,Chiltern Railways,E14001566,Warwick and Leamington,-1.58185,52.28654
Warwick Parkway,WRP,Chiltern Railways,E14001309,Kenilworth and Southam,-1.61206,52.2861
Water Orton,WTO,West Midlands Trains (West Midlands Railway),E14001400,North Warwickshire and Bedworth,-1.74309,52.51859
Waterbeach,WBC,Govia Thameslink Railway (Great Northern),E14001224,Ely and East Cambridgeshire,0.19679,52.2623
Wateringbury,WTR,Southeastern,E14001549,Tonbridge,0.42247,51.24973
Waterloo,WAT,Network Rail,E14001559,Vauxhall and Camberwell Green,-0.11311,51.5033
Waterloo (Merseyside),WLO,Merseyrail,E14001113,Bootle,-3.02554,53.47496
Waterloo East,WAE,Southeastern,E14001559,Vauxhall and Camberwell Green,-0.1089,51.50407
Watford High Street,WFH,London Overground,E14001568,Watford,-0.39171,51.65265
Watford Junction,WFJ,West Midlands Trains (London Northwestern Railway),E14001568,Watford,-0.39652,51.66353
Watford North,WFN,West Midlands Trains (London Northwestern Railway),E14001568,Watford,-0.38993,51.6757
Watlington,WTG,Govia Thameslink Railway (Great Northern),E14001497,South West Norfolk,0.38332,52.67317
Watton-At-Stone,WAS,Govia Thameslink Railway (Great Northern),E14001393,North East Hertfordshire,-0.11943,51.85644
Waun-gron Park,WNG,TfW Rail,W07000092,Cardiff West,-3.22965,51.4882
Wavertree Technology Park,WAV,Northern Trains,E14001340,Liverpool Wavertree,-2.92291,53.40519
Weeley,WEE,Greater Anglia,E14001174,Clacton,1.11548,51.8531
Weeton,WET,Northern Trains,E14001475,Skipton and Ripon,-1.58122,53.92318
Welham Green,WMG,Govia Thameslink Railway (Great Northern),E14001573,Welwyn Hatfield,-0.21069,51.73635
Welling,WLI,Southeastern,E14001414,Old Bexley and Sidcup,0.10169,51.4648
Wellingborough,WEL,East Midlands Railway,E14001571,Wellingborough and Rushden,-0.67665,52.30378
Wellington (Shropshire),WLN,West Midlands Trains (West Midlands Railway),E14001543,The Wrekin,-2.51717,52.70131
Welshpool,WLP,TfW Rail,W07000102,Montgomeryshire and Glyndwr,-3.13987,52.6575
Welwyn Garden City,WGC,Govia Thameslink Railway (Great Northern),E14001573,Welwyn Hatfield,-0.20407,51.80105
Welwyn North,WLW,Govia Thameslink Railway (Great Northern),E14001573,Welwyn Hatfield,-0.19209,51.8235
Wem,WEM,TfW Rail,E14001398,North Shropshire,-2.71802,52.85641
Wembley Central,WMB,London Underground,E14001123,Brent West,-0.29643,51.55232
Wembley Stadium,WCX,Chiltern Railways,E14001123,Brent West,-0.28561,51.55441
Wemyss Bay,WMS,ScotRail,S14000093,Inverclyde and Renfrewshire West,-4.88908,55.87615
Wendover,WND,Chiltern Railways,E14001360,Mid Buckinghamshire,-0.74737,51.76176
Wennington,WNN,Northern Trains,E14001372,Morecambe and Lunesdale,-2.58751,54.12371
West Allerton,WSA,Northern Trains,E14001337,Liverpool Garston,-2.90696,53.36913
West Brompton,WBP,London Underground,E14001160,Chelsea and Fulham,-0.19559,51.48706
West Byfleet,WBY,South Western Railway,E14001592,Woking,-0.50549,51.33922
West Calder,WCL,ScotRail,S14000095,Livingston,-3.56702,55.85381
West Croydon,WCY,London Overground,E14001188,Croydon West,-0.10259,51.37843
West Drayton,WDT,TfL Rail,E14001558,Uxbridge and South Ruislip,-0.47223,51.51005
West Dulwich,WDU,Southeastern,E14001205,Dulwich and West Norwood,-0.09137,51.44072
West Ealing,WEA,TfL Rail,E14001208,Ealing North,-0.32013,51.5135
West Ham,WEH,London Underground,E14001576,West Ham and Beckton,0.00543,51.52849
West Hampstead,WHD,London Overground,E14001265,Hampstead and Highgate,-0.19118,51.54747
West Hampstead Thameslink,WHP,Govia Thameslink Railway (Thameslink),E14001265,Hampstead and Highgate,-0.19184,51.54847
West Horndon,WHR,c2c,E14001125,Brentwood and Ongar,0.34064,51.56794
West Kilbride,WKB,ScotRail,S14000048,North Ayrshire and Arran,-4.85175,55.69616
West Kirby,WKI,Merseyrail,E14001589,Wirral West,-3.18377,53.37318
West Malling,WMA,Southeastern,E14001349,Maidstone and Malling,0.41865,51.29202
West Norwood,WNW,Govia Thameslink Railway (Southern),E14001205,Dulwich and West Norwood,-0.10383,51.43175
West Ruislip,WRU,London Underground,E14001558,Uxbridge and South Ruislip,-0.43777,51.56976
West Runton,WRN,Greater Anglia,E14001396,North Norfolk,1.24546,52.93552
West St Leonards,WLD,Southeastern,E14001274,Hastings and Rye,0.53994,50.85315
West Sutton,WSU,Govia Thameslink Railway (Thameslink),E14001534,Sutton and Cheam,-0.20517,51.36585
West Wickham,WWI,Southeastern,E14001083,Beckenham and Penge,-0.01443,51.3813
West Worthing,WWO,Govia Thameslink Railway (Southern),E14001599,Worthing West,-0.39299,50.81835
Westbury,WSB,Great Western Railway,E14001498,South West Wiltshire,-2.19918,51.26699
Westcliff,WCF,c2c,E14001501,Southend East and Rochford,0.69147,51.53733
Westcombe Park,WCB,Southeastern,E14001257,Greenwich and Woolwich,0.01839,51.4842
Westenhanger,WHA,Southeastern,E14001069,Ashford,1.03805,51.09496
Wester Hailes,WTA,ScotRail,S14000081,Edinburgh South West,-3.28434,55.91432
Westerfield,WFI,Greater Anglia,E14001156,Central Suffolk and North Ipswich,1.1659,52.08098
Westerton,WES,ScotRail,S14000097,Mid Dunbartonshire,-4.33488,55.90481
Westgate-On-Sea,WGA,Southeastern,E14001282,Herne Bay and Sandwich,1.33836,51.38144
Westhoughton,WHG,Northern Trains,E14001112,Bolton West,-2.52373,53.55567
Weston Milton,WNM,Great Western Railway,E14001581,Weston-super-Mare,-2.94239,51.34847
Weston-Super-Mare,WSM,Great Western Railway,E14001581,Weston-super-Mare,-2.97166,51.34432
Wetheral,WRL,Northern Trains,E14001152,Carlisle,-2.83171,54.88384
Weybridge,WYB,South Western Railway,E14001456,Runnymede and Weybridge,-0.45774,51.36177
Weymouth,WEY,South Western Railway,E14001485,South Dorset,-2.45422,50.61532
Whaley Bridge,WBR,Northern Trains,E14001287,High Peak,-1.98465,53.33024
Whalley (Lancashire),WHE,Northern Trains,E14001422,Pendle and Clitheroe,-2.41225,53.82402
Whatstandwell,WTS,East Midlands Railway,E14001195,Derbyshire Dales,-1.50409,53.08331
Whifflet,WFF,ScotRail,S14000070,Coatbridge and Bellshill,-4.01866,55.8537
Whimple,WHM,South Western Railway,E14001232,Exmouth and Exeter East,-3.35432,50.76803
Whinhill,WNL,ScotRail,S14000093,Inverclyde and Renfrewshire West,-4.7467,55.93838
Whiston,WHN,Northern Trains,E14001584,Widnes and Halewood,-2.79643,53.41387
Whitby,WTB,Northern Trains,E14001461,Scarborough and Whitby,-0.6154,54.48461
Whitchurch (Cardiff),WHT,TfW Rail,W07000090,Cardiff North,-3.22325,51.52075
Whitchurch (Hampshire),WCH,South Western Railway,E14001403,North West Hampshire,-1.33775,51.23754
Whitchurch (Shropshire),WTC,TfW Rail,E14001398,North Shropshire,-2.6717,52.96806
White Hart Lane,WHL,London Overground,E14001553,Tottenham,-0.07091,51.60504
White Notley,WNY,Greater Anglia,E14001590,Witham,0.59586,51.83891
Whitechapel,ZLW,London Underground,E14001086,Bethnal Green and Stepney,-0.05976,51.51947
Whitecraigs,WCR,ScotRail,S14000021,East Renfrewshire,-4.31016,55.79033
Whitehaven,WTH,Northern Trains,E14001583,Whitehaven and Workington,-3.58693,54.55304
Whitland,WTL,TfW Rail,W07000087,Caerfyrddin,-4.61439,51.81804
Whitley Bridge,WBD,Northern Trains,E14001464,Selby,-1.15828,53.69913
Whitlocks End,WTE,West Midlands Trains (West Midlands Railway),E14001479,Solihull West and Shirley,-1.85154,52.39183
Whitstable,WHI,Southeastern,E14001151,Canterbury,1.03329,51.35758
Whittlesea,WLE,Greater Anglia,E14001390,North East Cambridgeshire,-0.11899,52.54953
Whittlesford Parkway,WLF,Greater Anglia,E14001481,South Cambridgeshire,0.16562,52.10359
Whitton,WTN,South Western Railway,E14001124,Brentford and Isleworth,-0.35768,51.44961
Whitwell (Derbyshire),WWL,East Midlands Railway,E14001109,Bolsover,-1.20021,53.27996
Whyteleafe,WHY,Govia Thameslink Railway (Southern),E14001215,East Surrey,-0.08115,51.30996
Whyteleafe South,WHS,Govia Thameslink Railway (Southern),E14001215,East Surrey,-0.07692,51.30339
Wick,WCK,ScotRail,S14000069,"Caithness, Sutherland and Easter Ross",-3.09686,58.44157
Wickford,WIC,Greater Anglia,E14001437,Rayleigh and Wickford,0.51919,51.61502
Wickham Market,WCM,Greater Anglia,E14001156,Central Suffolk and North Ipswich,1.39868,52.1511
Widdrington,WDD,Northern Trains,E14001397,North Northumberland,-1.61647,55.24131
Widnes,WID,Northern Trains,E14001584,Widnes and Halewood,-2.73354,53.3785
Widney Manor,WMR,West Midlands Trains (West Midlands Railway),E14001479,Solihull West and Shirley,-1.77437,52.39594
Wigan North Western,WGN,Avanti West Coast,E14001585,Wigan,-2.63327,53.54366
Wigan Wallgate,WGW,Northern Trains,E14001585,Wigan,-2.63319,53.54482
