Time period,Station name,Scheduled stops,Recorded station stops,"Recorded station stops (percentage) [note 2]","Time to 3 (percentage) [note 3, 5]","Cancellations (percentage) [note 4, 5]"
Apr 2024 to Mar 2025 Period 11,Ryder Brow,985,957,99.7914,87.9833,2.6396
Apr 2024 to Mar 2025 Period 11,Rye (Sussex),910,868,100.0000,92.2811,4.6154
Apr 2024 to Mar 2025 Period 11,Rye House,2209,2147,99.3981,90.8244,2.2182
Apr 2024 to Mar 2025 Period 11,Salford Central,4044,3850,99.9740,80.7273,4.7725
Apr 2024 to Mar 2025 Period 11,Salford Crescent,6713,6387,100.0000,78.5189,4.8562
Apr 2024 to Mar 2025 Period 11,Salfords (Surrey),2132,1878,99.7875,78.4878,11.7261
Apr 2024 to Mar 2025 Period 11,Salhouse,628,0,0.0000,[u],0.0000
Apr 2024 to Mar 2025 Period 11,Salisbury,4121,4063,100.0000,80.8270,1.4074
Apr 2024 to Mar 2025 Period 11,Saltaire,3285,3089,100.0000,86.4681,5.9665
Apr 2024 to Mar 2025 Period 11,Saltash,1340,1301,99.9232,82.4750,2.8358
Apr 2024 to Mar 2025 Period 11,Saltburn,1819,1706,100.0000,87.8664,6.2122
Apr 2024 to Mar 2025 Period 11,Saltcoats,1628,1617,100.0000,91.6512,0.6757
Apr 2024 to Mar 2025 Period 11,Saltmarshe,381,370,100.0000,73.5135,2.8871
Apr 2024 to Mar 2025 Period 11,Salwick,144,137,100.0000,82.4818,4.8611
Apr 2024 to Mar 2025 Period 11,Sandal and Agbrigg,1992,1896,99.7370,74.4198,4.5683
Apr 2024 to Mar 2025 Period 11,Sandbach,1591,1555,100.0000,80.7074,2.2627
Apr 2024 to Mar 2025 Period 11,Sanderstead,2027,1989,100.0000,90.0955,1.8747
Apr 2024 to Mar 2025 Period 11,Sandhills,10415,9880,100.0000,91.3968,5.1368
Apr 2024 to Mar 2025 Period 11,Sandhurst (Berks),1127,163,15.0508,[u],3.9042
Apr 2024 to Mar 2025 Period 11,Sandling,1216,1204,99.9170,83.0565,0.9046
Apr 2024 to Mar 2025 Period 11,Sandown,1766,1747,99.7716,98.8552,0.8494
Apr 2024 to Mar 2025 Period 11,Sandplace,443,43,10.7500,[u],9.7065
Apr 2024 to Mar 2025 Period 11,Sandwell and Dudley,3627,3521,99.9432,76.1147,2.8674
Apr 2024 to Mar 2025 Period 11,Sandwich,1184,1173,100.0000,80.8184,0.9291
Apr 2024 to Mar 2025 Period 11,Sandy,1825,1743,99.9427,78.9443,4.4384
Apr 2024 to Mar 2025 Period 11,Sankey For Penketh,94,86,100.0000,69.7674,8.5106
Apr 2024 to Mar 2025 Period 11,Sanquhar,405,82,20.6030,[u],1.7284
Apr 2024 to Mar 2025 Period 11,Sarn,898,632,72.3940,58.8608,2.7840
Apr 2024 to Mar 2025 Period 11,Saundersfoot,413,192,48.3627,[u],3.8741
Apr 2024 to Mar 2025 Period 11,Saunderton,975,967,100.0000,92.8645,0.8205
Apr 2024 to Mar 2025 Period 11,Sawbridgeworth,2905,2803,100.0000,91.0096,3.5112
Apr 2024 to Mar 2025 Period 11,Saxilby,1140,1071,99.7207,83.5668,5.7895
Apr 2024 to Mar 2025 Period 11,Saxmundham,911,906,100.0000,95.5850,0.5488
Apr 2024 to Mar 2025 Period 11,Scarborough,1757,1667,100.0000,87.0426,5.1224
Apr 2024 to Mar 2025 Period 11,Scotscalder,162,0,0.0000,[u],2.4691
Apr 2024 to Mar 2025 Period 11,Scotstounhill,3072,2915,98.6798,88.2676,3.8411
Apr 2024 to Mar 2025 Period 11,Scunthorpe,1277,1230,100.0000,73.5772,3.6805
Apr 2024 to Mar 2025 Period 11,Sea Mills,1752,427,24.8690,[u],1.9977
Apr 2024 to Mar 2025 Period 11,Seaford (Sussex),1990,1967,100.0000,88.7138,1.1558
Apr 2024 to Mar 2025 Period 11,Seaforth and Litherland,3702,3557,99.9719,91.3972,3.8898
Apr 2024 to Mar 2025 Period 11,Seaham,972,912,100.0000,67.9825,6.1728
Apr 2024 to Mar 2025 Period 11,Seamer,1757,1655,99.2801,82.9003,5.1224
Apr 2024 to Mar 2025 Period 11,Seascale,794,645,85.6574,79.8450,5.1637
Apr 2024 to Mar 2025 Period 11,Seaton Carew,941,884,100.0000,68.7783,6.0574
Apr 2024 to Mar 2025 Period 11,Seer Green and Jordans,1098,1082,100.0000,93.1608,1.4572
Apr 2024 to Mar 2025 Period 11,Selby,3354,3287,100.0000,70.8549,1.9976
Apr 2024 to Mar 2025 Period 11,Selhurst,5972,5805,99.5883,92.3342,2.3945
Apr 2024 to Mar 2025 Period 11,Sellafield,798,760,100.0000,78.2895,4.7619
Apr 2024 to Mar 2025 Period 11,Selling,1230,1212,100.0000,74.3399,1.4634
Apr 2024 to Mar 2025 Period 11,Selly Oak,3713,3659,100.0000,82.7549,1.4543
Apr 2024 to Mar 2025 Period 11,Settle,462,367,82.1029,82.5613,3.2468
Apr 2024 to Mar 2025 Period 11,Seven Kings,8258,7635,99.2848,87.2168,6.8782
Apr 2024 to Mar 2025 Period 11,Seven Sisters,5264,5161,100.0000,95.0591,1.9567
Apr 2024 to Mar 2025 Period 11,Sevenoaks,8938,8826,100.0000,70.6436,1.2531
Apr 2024 to Mar 2025 Period 11,Severn Beach,1144,1113,100.0000,83.6478,2.7098
Apr 2024 to Mar 2025 Period 11,Severn Tunnel Junction,2246,2195,100.0000,75.5809,2.2707
Apr 2024 to Mar 2025 Period 11,Shadwell,14067,13900,99.9569,92.5827,1.1445
Apr 2024 to Mar 2025 Period 11,Shalford (Surrey),964,912,100.0000,80.9211,5.3942
Apr 2024 to Mar 2025 Period 11,Shanklin,1766,1751,100.0000,98.5151,0.8494
Apr 2024 to Mar 2025 Period 11,Shawfair,1505,1458,100.0000,85.3224,3.1229
Apr 2024 to Mar 2025 Period 11,Shawford,1236,1121,93.1063,77.0740,2.5890
Apr 2024 to Mar 2025 Period 11,Shawlands,1670,1614,99.1400,96.4064,2.5150
Apr 2024 to Mar 2025 Period 11,Sheerness-On-Sea,1391,1369,100.0000,89.2622,1.5816
Apr 2024 to Mar 2025 Period 11,Sheffield,12435,11798,100.0000,69.0710,5.1226
Apr 2024 to Mar 2025 Period 11,Shelford (Cambs),1278,1264,100.0000,90.0316,1.0955
Apr 2024 to Mar 2025 Period 11,Shenfield,14451,13805,100.0000,91.4017,4.4703
Apr 2024 to Mar 2025 Period 11,Shenstone,1947,1859,100.0000,86.9285,4.5198
Apr 2024 to Mar 2025 Period 11,Shepherd's Bush,5216,4931,99.9189,86.1691,5.3873
Apr 2024 to Mar 2025 Period 11,Shepherds Well,1230,1205,99.8343,72.6971,1.8699
Apr 2024 to Mar 2025 Period 11,Shepley,850,592,74.2785,74.4932,6.2353
Apr 2024 to Mar 2025 Period 11,Shepperton,2066,1930,100.0000,80.4145,6.5828
Apr 2024 to Mar 2025 Period 11,Shepreth,1347,1298,100.0000,71.9569,3.6377
Apr 2024 to Mar 2025 Period 11,Sherborne,1151,832,73.8243,77.5240,2.0851
Apr 2024 to Mar 2025 Period 11,Sherburn-In-Elmet,887,865,99.8845,74.2197,2.3675
Apr 2024 to Mar 2025 Period 11,Sheringham,919,916,100.0000,96.7249,0.3264
Apr 2024 to Mar 2025 Period 11,Shettleston,3443,3359,100.0000,87.5856,2.4397
Apr 2024 to Mar 2025 Period 11,Shieldmuir,1694,1632,99.8165,86.2745,3.4829
Apr 2024 to Mar 2025 Period 11,Shifnal,1658,1611,99.8760,85.2886,2.7141
Apr 2024 to Mar 2025 Period 11,Shildon,824,707,90.4092,85.2900,5.0971
Apr 2024 to Mar 2025 Period 11,Shiplake,1828,950,52.4862,97.8947,0.9847
Apr 2024 to Mar 2025 Period 11,Shipley (Yorks),6894,6508,100.0000,84.8955,5.5991
Apr 2024 to Mar 2025 Period 11,Shippea Hill,28,0,0.0000,[u],[u]
Apr 2024 to Mar 2025 Period 11,Shipton,132,98,76.5625,67.3469,3.0303
Apr 2024 to Mar 2025 Period 11,Shirebrook,816,190,23.6908,[u],1.7157
Apr 2024 to Mar 2025 Period 11,Shirehampton,1752,426,24.8107,[u],1.9977
Apr 2024 to Mar 2025 Period 11,Shireoaks,1019,958,99.8957,82.0459,5.8881
Apr 2024 to Mar 2025 Period 11,Shirley,1593,1534,99.6104,90.7432,3.3271
Apr 2024 to Mar 2025 Period 11,Shoeburyness,4951,4912,100.0000,91.0220,0.7877
Apr 2024 to Mar 2025 Period 11,Sholing,997,961,96.7774,83.3507,0.4012
Apr 2024 to Mar 2025 Period 11,Shoreditch High Street,14067,13884,99.9640,92.6606,1.2654
Apr 2024 to Mar 2025 Period 11,Shoreham (Kent),1927,1906,99.9476,91.2382,1.0379
Apr 2024 to Mar 2025 Period 11,Shoreham-By-Sea,5194,5021,100.0000,80.5616,3.3308
Apr 2024 to Mar 2025 Period 11,Shortlands,6124,5943,99.9495,86.1181,2.9066
Apr 2024 to Mar 2025 Period 11,Shotton,2188,2102,99.8101,71.7412,3.7477
Apr 2024 to Mar 2025 Period 11,Shotts,1359,1344,100.0000,90.1042,1.1038
Apr 2024 to Mar 2025 Period 11,Shrewsbury,5163,5042,100.0000,76.9139,2.3436
Apr 2024 to Mar 2025 Period 11,Sidcup,4478,4394,99.9545,82.0437,1.8312
Apr 2024 to Mar 2025 Period 11,Sileby,832,806,99.7525,77.0471,2.8846
Apr 2024 to Mar 2025 Period 11,Silecroft,746,626,88.6686,83.0671,5.3619
Apr 2024 to Mar 2025 Period 11,Silkstone Common,870,466,57.5309,75.3219,6.8966
Apr 2024 to Mar 2025 Period 11,Silver Street,4521,4445,100.0000,95.7705,1.6810
Apr 2024 to Mar 2025 Period 11,Silverdale,991,824,87.5664,72.9369,5.0454
Apr 2024 to Mar 2025 Period 11,Singer,3199,3062,98.8061,85.2057,3.1260
Apr 2024 to Mar 2025 Period 11,Sittingbourne,4973,4911,100.0000,77.9475,1.2467
Apr 2024 to Mar 2025 Period 11,Skegness,808,774,100.0000,82.4289,4.2079
Apr 2024 to Mar 2025 Period 11,Skewen,679,666,99.8501,60.0601,1.7673
Apr 2024 to Mar 2025 Period 11,Skipton,4072,3854,100.0000,88.6611,5.3536
Apr 2024 to Mar 2025 Period 11,Slade Green,6217,5856,100.0000,88.7637,5.8067
Apr 2024 to Mar 2025 Period 11,Slaithwaite,1048,1024,100.0000,55.3711,2.2901
Apr 2024 to Mar 2025 Period 11,Slateford,922,908,100.0000,89.4273,1.5184
Apr 2024 to Mar 2025 Period 11,Sleaford,1496,1471,100.0000,78.0421,1.6711
Apr 2024 to Mar 2025 Period 11,Sleights,244,165,69.3277,84.2424,2.4590
Apr 2024 to Mar 2025 Period 11,Slough,8784,8384,99.9881,86.0210,4.5423
Apr 2024 to Mar 2025 Period 11,Small Heath,2372,2126,92.2343,91.2982,2.8246
Apr 2024 to Mar 2025 Period 11,Smallbrook Junction,,,[z],[z],[z]
Apr 2024 to Mar 2025 Period 11,Smethwick Galton Bridge,6768,6609,99.9546,83.8100,2.3050
Apr 2024 to Mar 2025 Period 11,Smethwick Rolfe Street,1748,1735,100.0000,84.5533,0.7437
Apr 2024 to Mar 2025 Period 11,Smithy Bridge,1798,1681,99.8812,75.8477,6.3960
Apr 2024 to Mar 2025 Period 11,Snaith,72,71,98.6111,84.5070,0.0000
Apr 2024 to Mar 2025 Period 11,Snodland,1914,1877,99.9468,93.1273,1.8809
Apr 2024 to Mar 2025 Period 11,Snowdown,1210,599,50.3785,87.8130,1.7355
Apr 2024 to Mar 2025 Period 11,Soham,414,414,100.0000,83.8164,0.0000
Apr 2024 to Mar 2025 Period 11,Sole Street,1252,1236,100.0000,84.7896,1.2780
Apr 2024 to Mar 2025 Period 11,Solihull,3470,3370,99.9703,91.0682,2.8530
Apr 2024 to Mar 2025 Period 11,Somerleyton,728,727,100.0000,97.7992,0.1374
Apr 2024 to Mar 2025 Period 11,South Acton,4039,1877,49.5120,[u],6.1401
Apr 2024 to Mar 2025 Period 11,South Bank,515,452,90.5812,94.9115,3.1068
Apr 2024 to Mar 2025 Period 11,South Bermondsey,3437,3400,100.0000,96.5882,1.0765
Apr 2024 to Mar 2025 Period 11,South Croydon,3967,3710,99.9461,84.2049,6.4280
Apr 2024 to Mar 2025 Period 11,South Elmsall,1004,976,100.0000,87.1926,2.7888
Apr 2024 to Mar 2025 Period 11,South Greenford,1536,312,20.5805,[u],1.3021
Apr 2024 to Mar 2025 Period 11,South Gyle,1861,1829,100.0000,88.5183,1.7195
Apr 2024 to Mar 2025 Period 11,South Hampstead,3978,3837,99.8699,95.9343,3.4188
Apr 2024 to Mar 2025 Period 11,South Kenton,4045,3909,99.7194,91.8138,3.0902
Apr 2024 to Mar 2025 Period 11,South Merton,1654,1549,99.8067,86.1846,6.1669
Apr 2024 to Mar 2025 Period 11,South Milford,998,969,99.5889,59.2363,2.5050
Apr 2024 to Mar 2025 Period 11,South Ruislip,1316,1299,100.0000,94.3803,1.2918
Apr 2024 to Mar 2025 Period 11,South Tottenham,3806,3772,100.0000,95.1485,0.8933
Apr 2024 to Mar 2025 Period 11,South Wigston,804,769,99.8701,75.4226,4.2289
Apr 2024 to Mar 2025 Period 11,South Woodham Ferrers,1257,0,0.0000,[u],1.2729
Apr 2024 to Mar 2025 Period 11,Southall,8144,7554,99.9868,83.5849,7.2323
Apr 2024 to Mar 2025 Period 11,Southampton Airport Parkway,4488,4392,99.9772,70.7878,2.1168
Apr 2024 to Mar 2025 Period 11,Southampton Central,8873,8616,100.0000,74.3500,2.8964
Apr 2024 to Mar 2025 Period 11,Southbourne,3553,3403,100.0000,80.5760,4.2218
Apr 2024 to Mar 2025 Period 11,Southbury,2058,2026,99.9014,94.0276,1.4577
Apr 2024 to Mar 2025 Period 11,Southease,1034,1021,100.0000,86.0921,1.2573
Apr 2024 to Mar 2025 Period 11,Southend Airport,2869,2812,99.7517,96.6216,1.7428
Apr 2024 to Mar 2025 Period 11,Southend Central,6077,6025,100.0000,92.5477,0.8557
Apr 2024 to Mar 2025 Period 11,Southend East,5129,5085,100.0000,92.9794,0.8579
Apr 2024 to Mar 2025 Period 11,Southend Victoria,2869,2820,100.0000,97.2695,1.7079
Apr 2024 to Mar 2025 Period 11,Southminster,1257,1241,100.0000,98.7913,1.2729
Apr 2024 to Mar 2025 Period 11,Southport,5294,5063,100.0000,90.7367,4.3634
Apr 2024 to Mar 2025 Period 11,Southwick,3558,3446,99.9710,84.9100,3.1197
Apr 2024 to Mar 2025 Period 11,Sowerby Bridge,2110,1939,99.9485,60.8045,8.0569
Apr 2024 to Mar 2025 Period 11,Spalding,636,632,100.0000,76.4241,0.6289
Apr 2024 to Mar 2025 Period 11,Spean Bridge,147,15,10.3448,[u],1.3605
Apr 2024 to Mar 2025 Period 11,Spital,4684,2152,50.0232,90.9851,8.1554
Apr 2024 to Mar 2025 Period 11,Spondon,771,724,99.7245,73.8950,5.8366
Apr 2024 to Mar 2025 Period 11,Spooner Row,88,0,0.0000,[u],0.0000
Apr 2024 to Mar 2025 Period 11,Spring Road,1592,1535,99.8699,90.8795,3.4548
Apr 2024 to Mar 2025 Period 11,Springburn,3100,3069,100.0000,93.9068,1.0000
Apr 2024 to Mar 2025 Period 11,Springfield,110,110,100.0000,85.4545,0.0000
Apr 2024 to Mar 2025 Period 11,Squires Gate,899,579,68.2783,82.7288,5.6730
Apr 2024 to Mar 2025 Period 11,St Albans Abbey,1070,1035,99.9035,97.5845,3.1776
Apr 2024 to Mar 2025 Period 11,St Albans City,9369,8808,100.0000,72.5136,5.9878
Apr 2024 to Mar 2025 Period 11,St Andrews Road,1144,287,25.7862,[u],2.7098
Apr 2024 to Mar 2025 Period 11,St Annes-On-The-Sea,899,580,68.2353,81.5517,5.4505
Apr 2024 to Mar 2025 Period 11,St Austell,1818,1752,99.7154,79.7945,3.3553
Apr 2024 to Mar 2025 Period 11,St Bees,760,720,98.9011,74.4444,4.2105
Apr 2024 to Mar 2025 Period 11,St Budeaux Ferry Road,312,273,91.6107,86.4469,4.4872
Apr 2024 to Mar 2025 Period 11,St Budeaux Victoria Road,464,458,100.0000,89.3013,1.2931
Apr 2024 to Mar 2025 Period 11,St Columb Road,400,171,43.7340,[u],2.2500
Apr 2024 to Mar 2025 Period 11,St Denys,2334,2309,100.0000,77.9558,1.0711
Apr 2024 to Mar 2025 Period 11,St Erth,3210,3141,100.0000,87.8383,2.1495
Apr 2024 to Mar 2025 Period 11,St Germans,1284,1245,99.9197,81.8474,2.9595
Apr 2024 to Mar 2025 Period 11,St Helens Central,2651,2509,100.0000,85.5321,5.3565
Apr 2024 to Mar 2025 Period 11,St Helens Junction,1122,1054,100.0000,64.6110,6.0606
Apr 2024 to Mar 2025 Period 11,St Helier (London),1654,754,48.5825,[u],6.1669
Apr 2024 to Mar 2025 Period 11,St Ives (Cornwall),1480,1464,100.0000,99.2486,1.0811
Apr 2024 to Mar 2025 Period 11,St James Park (Exeter),1444,1395,99.9284,87.1685,3.3241
Apr 2024 to Mar 2025 Period 11,St James Street (Walthamstow),4098,4044,99.9753,95.1039,1.2933
Apr 2024 to Mar 2025 Period 11,St Johns (London),5272,5153,99.9418,88.6862,2.2003
Apr 2024 to Mar 2025 Period 11,St Keyne Wishing Well Halt,443,91,22.7500,[u],9.7065
Apr 2024 to Mar 2025 Period 11,St Leonards Warrior Square,4645,2162,48.9694,[u],4.9516
Apr 2024 to Mar 2025 Period 11,St Margarets (Herts),2209,2157,99.8611,90.6351,2.2182
Apr 2024 to Mar 2025 Period 11,St Margarets (London),2717,2630,99.8861,88.0989,3.0916
Apr 2024 to Mar 2025 Period 11,St Mary Cray,4395,4356,99.9770,86.0882,0.8646
Apr 2024 to Mar 2025 Period 11,St Michaels,3347,1586,50.4132,94.8928,6.0054
Apr 2024 to Mar 2025 Period 11,St Neots,2057,1959,100.0000,77.3864,4.7642
Apr 2024 to Mar 2025 Period 11,Stafford,7394,7129,100.0000,63.4731,3.5840
Apr 2024 to Mar 2025 Period 11,Staines,6061,5863,99.9829,86.7133,3.2503
Apr 2024 to Mar 2025 Period 11,Stallingborough,384,146,38.8298,[u],2.0833
Apr 2024 to Mar 2025 Period 11,Stalybridge,2972,2885,100.0000,69.6014,2.9273
Apr 2024 to Mar 2025 Period 11,Stamford (Lincs),910,732,87.0392,63.9344,7.5824
Apr 2024 to Mar 2025 Period 11,Stamford Hill,4507,4428,100.0000,95.7769,1.7528
Apr 2024 to Mar 2025 Period 11,Stanford-Le-Hope,2414,2361,100.0000,89.5383,2.1955
Apr 2024 to Mar 2025 Period 11,Stanlow and Thornton,,,[z],[z],[z]
Apr 2024 to Mar 2025 Period 11,Stansted Airport,5343,5222,100.0000,91.9188,2.2646
Apr 2024 to Mar 2025 Period 11,Stansted Mountfitchet,2517,2473,100.0000,90.9017,1.7481
Apr 2024 to Mar 2025 Period 11,Staplehurst,2145,2123,99.9059,71.1729,0.9324
Apr 2024 to Mar 2025 Period 11,Stapleton Road,2734,2687,100.0000,86.3044,1.7191
Apr 2024 to Mar 2025 Period 11,Starbeck,1750,1637,98.4958,63.5308,5.0286
Apr 2024 to Mar 2025 Period 11,Starcross,1325,1278,100.0000,82.0031,3.5472
Apr 2024 to Mar 2025 Period 11,Staveley (Cumbria),656,561,87.3832,85.5615,2.1341
Apr 2024 to Mar 2025 Period 11,Stechford,1884,1858,100.0000,85.7912,1.3800
Apr 2024 to Mar 2025 Period 11,Steeton and Silsden,3333,3137,99.9681,83.1686,5.8506
Apr 2024 to Mar 2025 Period 11,Stepps,1552,1544,99.8061,94.0415,0.3222
Apr 2024 to Mar 2025 Period 11,Stevenage,8560,8269,100.0000,74.6886,3.3995
Apr 2024 to Mar 2025 Period 11,Stevenston,1628,1617,100.0000,91.5275,0.6757
Apr 2024 to Mar 2025 Period 11,Stewartby,816,812,100.0000,93.3498,0.4902
Apr 2024 to Mar 2025 Period 11,Stewarton,1572,1,0.0655,[u],2.8626
Apr 2024 to Mar 2025 Period 11,Stirling,5142,5051,99.9406,92.5163,1.7114
Apr 2024 to Mar 2025 Period 11,Stockport,11838,11330,100.0000,71.2268,4.2913
Apr 2024 to Mar 2025 Period 11,Stocksfield,1065,790,79.9595,84.0506,7.2300
Apr 2024 to Mar 2025 Period 11,Stocksmoor,850,641,80.4266,87.2075,6.2353
Apr 2024 to Mar 2025 Period 11,Stockton,941,880,99.5475,68.0682,6.0574
Apr 2024 to Mar 2025 Period 11,Stoke Mandeville,1753,1712,98.9024,90.4790,1.2550
Apr 2024 to Mar 2025 Period 11,Stoke Newington,4507,4427,100.0000,95.8211,1.7750
Apr 2024 to Mar 2025 Period 11,Stoke-On-Trent,5700,5331,100.0000,64.5657,6.4737
Apr 2024 to Mar 2025 Period 11,Stone (Staffs),932,906,100.0000,76.7108,2.7897
Apr 2024 to Mar 2025 Period 11,Stone Crossing,4216,4003,99.8752,82.1384,4.9336
Apr 2024 to Mar 2025 Period 11,Stonebridge Park,4045,3917,99.9490,93.8984,3.1150
Apr 2024 to Mar 2025 Period 11,Stonegate,1344,669,51.0687,59.0433,2.5298
Apr 2024 to Mar 2025 Period 11,Stonehaven,1564,1536,99.8700,73.4375,1.6624
Apr 2024 to Mar 2025 Period 11,Stonehouse,1021,881,87.9242,80.1362,1.8609
Apr 2024 to Mar 2025 Period 11,Stoneleigh,2238,2171,99.9080,86.0894,2.9044
Apr 2024 to Mar 2025 Period 11,Stourbridge Junction,8837,8751,100.0000,95.6919,0.9732
Apr 2024 to Mar 2025 Period 11,Stourbridge Town,5480,5464,99.7080,100.0000,0.0000
Apr 2024 to Mar 2025 Period 11,Stow,1505,1454,100.0000,89.5461,3.3887
Apr 2024 to Mar 2025 Period 11,Stowmarket,2414,2400,100.0000,88.7083,0.5800
Apr 2024 to Mar 2025 Period 11,Stranraer,210,197,100.0000,75.6345,6.1905
Apr 2024 to Mar 2025 Period 11,Stratford (London),26746,25185,100.0000,87.3258,5.8364
Apr 2024 to Mar 2025 Period 11,Stratford International,3725,3671,99.9728,87.1969,1.4228
Apr 2024 to Mar 2025 Period 11,Stratford-Upon-Avon,1994,1934,100.0000,91.2616,3.0090
Apr 2024 to Mar 2025 Period 11,Stratford-upon-Avon Parkway,1970,1601,83.9099,92.4422,3.1472
Apr 2024 to Mar 2025 Period 11,Strathcarron,184,184,100.0000,88.0435,0.0000
Apr 2024 to Mar 2025 Period 11,Strawberry Hill,2265,2196,100.0000,88.1148,3.0464
Apr 2024 to Mar 2025 Period 11,Streatham (Greater London),5625,5425,99.9816,90.8571,3.5378
Apr 2024 to Mar 2025 Period 11,Streatham Common,5606,5476,99.7813,94.8503,2.1049
Apr 2024 to Mar 2025 Period 11,Streatham Hill,3433,3405,100.0000,96.4464,0.8156
Apr 2024 to Mar 2025 Period 11,Streethouse,852,801,99.8753,74.2821,5.8685
Apr 2024 to Mar 2025 Period 11,Strines,1017,1000,100.0000,89.5000,1.6716
Apr 2024 to Mar 2025 Period 11,Stromeferry,184,33,17.9348,[u],0.0000
Apr 2024 to Mar 2025 Period 11,Strood (Kent),5595,5413,100.0000,87.5670,3.2529
Apr 2024 to Mar 2025 Period 11,Stroud (Gloucs),1021,902,90.0200,75.8315,1.8609
Apr 2024 to Mar 2025 Period 11,Sturry,1114,1099,99.7278,77.6160,1.0772
Apr 2024 to Mar 2025 Period 11,Styal,863,828,99.2806,77.5362,3.3604
Apr 2024 to Mar 2025 Period 11,Sudbury (Suffolk),1012,1006,100.0000,97.2167,0.5929
Apr 2024 to Mar 2025 Period 11,Sudbury and Harrow Road,160,157,100.0000,90.4459,1.8750
Apr 2024 to Mar 2025 Period 11,Sudbury Hill Harrow,620,612,100.0000,92.8105,1.2903
Apr 2024 to Mar 2025 Period 11,Sugar Loaf,172,7,4.2169,[u],3.4884
Apr 2024 to Mar 2025 Period 11,Summerston,1160,671,60.1254,96.7213,3.7931
Apr 2024 to Mar 2025 Period 11,Sunbury,2046,1897,100.0000,77.7543,7.2825
Apr 2024 to Mar 2025 Period 11,Sunderland,1554,1405,100.0000,71.8149,9.5882
Apr 2024 to Mar 2025 Period 11,Sundridge Park,1972,1963,100.0000,99.6434,0.4564
Apr 2024 to Mar 2025 Period 11,Sunningdale,2113,2062,99.8547,82.1532,2.2717
Apr 2024 to Mar 2025 Period 11,Sunnymeads,1879,1714,96.2381,89.0898,5.2155
Apr 2024 to Mar 2025 Period 11,Surbiton,8041,7856,100.0000,84.6614,2.3007
Apr 2024 to Mar 2025 Period 11,Surrey Quays,14067,13819,99.9638,92.1268,1.7274
Apr 2024 to Mar 2025 Period 11,Sutton (London),9921,9678,100.0000,88.4274,2.4493
Apr 2024 to Mar 2025 Period 11,Sutton Coldfield,3641,3466,99.9712,83.9585,4.7789
Apr 2024 to Mar 2025 Period 11,Sutton Common,1654,0,0.0000,[u],6.1064
Apr 2024 to Mar 2025 Period 11,Sutton Parkway,1140,1122,99.8221,87.0766,1.4035
Apr 2024 to Mar 2025 Period 11,Swale,1032,1015,99.9016,91.7241,1.5504
Apr 2024 to Mar 2025 Period 11,Swanley,5507,5458,99.9817,84.4632,0.8716
Apr 2024 to Mar 2025 Period 11,Swanscombe,4196,3982,99.8495,80.3114,4.9571
Apr 2024 to Mar 2025 Period 11,Swansea,2904,2809,100.0000,69.1705,3.2713
Apr 2024 to Mar 2025 Period 11,Swanwick,2641,1744,70.8367,84.2890,6.7777
Apr 2024 to Mar 2025 Period 11,Sway,1300,1258,99.9206,77.0270,3.1538
Apr 2024 to Mar 2025 Period 11,Swaythling,1196,1024,86.8533,79.6875,1.4214
Apr 2024 to Mar 2025 Period 11,Swinderby,1020,974,96.1500,87.4743,0.6863
Apr 2024 to Mar 2025 Period 11,Swindon (Wilts),4614,4490,100.0000,67.1715,2.6875
Apr 2024 to Mar 2025 Period 11,Swineshead,96,39,41.9355,[u],3.1250
Apr 2024 to Mar 2025 Period 11,Swinton (Manchester),1661,1465,92.3707,84.3686,4.5154
Apr 2024 to Mar 2025 Period 11,Swinton (South Yorks),2274,2139,99.7668,76.3441,5.7168
Apr 2024 to Mar 2025 Period 11,Sydenham (London),9041,8835,99.9547,92.1902,2.2343
Apr 2024 to Mar 2025 Period 11,Sydenham Hill,3697,3524,99.9149,84.6765,4.5983
Apr 2024 to Mar 2025 Period 11,Syon Lane,2605,2522,99.9208,89.2546,3.1094
Apr 2024 to Mar 2025 Period 11,Syston,832,399,49.3812,[u],2.8846
Apr 2024 to Mar 2025 Period 11,Tackley,552,544,100.0000,82.5368,1.4493
Apr 2024 to Mar 2025 Period 11,Tadworth,1807,1698,99.7064,90.2827,5.7554
Apr 2024 to Mar 2025 Period 11,Taffs Well,6725,6486,99.9692,86.0006,3.5242
Apr 2024 to Mar 2025 Period 11,Tain,340,326,100.0000,70.2454,4.1176
Apr 2024 to Mar 2025 Period 11,Talsarnau,375,164,44.0860,[u],0.8000
Apr 2024 to Mar 2025 Period 11,Talybont,375,266,71.5054,89.4737,0.8000
Apr 2024 to Mar 2025 Period 11,Tal-y-Cafn,220,117,55.1887,56.4103,3.6364
Apr 2024 to Mar 2025 Period 11,Tame Bridge Parkway,4308,4264,99.9063,91.6510,0.9285
Apr 2024 to Mar 2025 Period 11,Tamworth,3378,3257,99.9080,63.9853,3.4932
Apr 2024 to Mar 2025 Period 11,Taplow,2572,2362,99.9577,78.6198,8.1260
Apr 2024 to Mar 2025 Period 11,Tattenham Corner,1808,1711,100.0000,88.0771,5.3650
Apr 2024 to Mar 2025 Period 11,Taunton,3517,3401,100.0000,69.3031,3.2983
Apr 2024 to Mar 2025 Period 11,Taynuilt,320,315,99.3691,83.4921,0.9375
Apr 2024 to Mar 2025 Period 11,Teddington,3843,3655,100.0000,84.7332,4.8920
Apr 2024 to Mar 2025 Period 11,Teesside Airport,,,[z],[z],[z]
